StateDesc,CountyName,FOODINSECU_CrudePrev,BPHIGH_CrudePrev,DEPRESSION_CrudePrev,DIABETES_CrudePrev
Alaska,Nome,28.049999999999997,29.900000000000002,21.799999999999997,11.8
Alaska,North Slope,20.533333333333335,29.53333333333333,19.133333333333336,9.566666666666668
Alaska,Northwest Arctic,29.95,30.4,22.8,12.1
Alaska,Petersburg,10.6,30.3,19.0,9.5
Alaska,Prince of Wales-Hyder,16.9,35.175,20.825,12.05
Alaska,Sitka,9.95,29.65,19.85,9.05
Alaska,Skagway,12.0,29.3,21.6,8.4
Alaska,Southeast Fairbanks,15.45,35.95,17.8,11.1
Alaska,Wrangell,13.8,37.2,20.3,12.0
Alaska,Yakutat,16.8,35.2,19.9,12.8
Alaska,Yukon-Koyukuk,29.325000000000003,38.675,22.525,15.5
Arizona,Apache,33.833333333333336,37.27777777777778,23.83888888888889,20.533333333333335
Arizona,Cochise,16.681578947368422,37.46315789473684,21.773684210526316,13.989473684210527
Arizona,Coconino,17.202777777777776,27.413888888888888,22.727777777777778,10.919444444444444
Arizona,Gila,19.63125,37.61875,22.4,17.20625
Arizona,Graham,20.166666666666668,30.22222222222222,24.833333333333332,13.266666666666667
Arizona,Greenlee,15.766666666666666,27.666666666666668,20.766666666666666,12.233333333333334
Arizona,La Paz,16.327272727272728,45.53636363636363,21.027272727272727,18.963636363636365
Arizona,Maricopa,15.504632426988923,29.67865055387714,21.150352467270896,11.694058408862036
Arizona,Mohave,15.901515151515152,38.9530303030303,23.043939393939397,15.716666666666667
Arizona,Navajo,25.51081081081081,38.054054054054056,22.91351351351351,16.42972972972973
Arizona,Pima,15.717228464419476,33.07265917602996,24.564044943820225,12.620599250936328
Arizona,Pinal,15.463157894736842,34.421052631578945,22.14315789473684,14.48421052631579
Arizona,Santa Cruz,24.74285714285714,32.75,19.17142857142857,18.478571428571428
Arizona,Yavapai,11.181944444444445,35.958333333333336,21.281944444444445,13.379166666666666
Arizona,Yuma,21.215384615384615,35.606153846153845,20.65076923076923,16.307692307692307
Arkansas,Arkansas,,42.0125,25.7375,16.6625
Arkansas,Ashley,,47.68571428571429,26.2,19.571428571428573
Arkansas,Baxter,,47.589999999999996,26.85,17.240000000000002
Arkansas,Benton,,33.782456140350874,24.775438596491227,12.147368421052631
Arkansas,Boone,,42.542857142857144,29.571428571428573,15.028571428571428
Arkansas,Bradley,,45.56,25.06,18.14
Arkansas,Calhoun,,43.55,25.8,16.4
Arkansas,Carroll,,42.8875,27.0875,16.3
Arkansas,Chicot,,53.150000000000006,23.425,22.7
Arkansas,Clark,,39.233333333333334,26.733333333333334,14.950000000000001
Arkansas,Clay,,44.449999999999996,29.0,15.9
Arkansas,Cleburne,,46.17777777777778,26.833333333333332,17.211111111111112
Arkansas,Cleveland,,44.45,27.95,16.25
Arkansas,Columbia,,44.05714285714286,26.02857142857143,16.47142857142857
Arkansas,Conway,,44.73333333333333,27.183333333333334,16.400000000000002
Arkansas,Craighead,,36.627272727272725,28.80909090909091,12.336363636363636
Arkansas,Crawford,,41.266666666666666,27.68,15.166666666666666
Arkansas,Crittenden,,48.214999999999996,25.265,19.794999999999998
Arkansas,Cross,,45.85,27.05,17.7
Arkansas,Dallas,,47.26666666666667,24.266666666666666,18.033333333333335
Arkansas,Desha,,50.82000000000001,24.94,21.28
Arkansas,Drew,,44.12,26.580000000000002,16.46
Arkansas,Faulkner,,35.34285714285714,28.442857142857143,12.700000000000001
Arkansas,Franklin,,44.760000000000005,28.419999999999998,15.919999999999998
Arkansas,Fulton,,48.375,28.424999999999997,18.275
Arkansas,Garland,,42.63666666666666,28.923333333333336,16.263333333333332
Arkansas,Grant,,39.2,27.28,13.1
Arkansas,Greene,,38.525,30.016666666666666,14.416666666666666
Arkansas,Hempstead,,44.91428571428571,25.728571428571428,18.142857142857142
Arkansas,Hot Spring,,42.28888888888889,27.144444444444446,16.288888888888888
Arkansas,Howard,,44.833333333333336,25.5,17.03333333333333
Arkansas,Independence,,41.78,28.6,14.569999999999999
Arkansas,Izard,,46.55,26.925,17.425
Arkansas,Jackson,,44.65,28.099999999999998,16.283333333333335
Arkansas,Jefferson,,50.59166666666667,24.72083333333333,19.095833333333335
Arkansas,Johnson,,39.949999999999996,28.933333333333334,16.333333333333332
Arkansas,Lafayette,,50.9,25.3,20.53333333333333
Arkansas,Lawrence,,40.85,30.516666666666666,15.316666666666668
Arkansas,Lee,,51.55,23.7,20.3
Arkansas,Lincoln,,43.65,26.35,16.55
Arkansas,Little River,,43.583333333333336,26.25,16.650000000000002
Arkansas,Logan,,43.583333333333336,28.316666666666666,15.950000000000001
Arkansas,Lonoke,,39.65555555555555,27.416666666666668,14.133333333333333
Arkansas,Madison,,42.725,27.175,15.9
Arkansas,Marion,,47.06,26.639999999999997,18.139999999999997
Arkansas,Miller,,43.58461538461539,26.73076923076923,16.723076923076924
Arkansas,Mississippi,,43.778571428571425,27.185714285714287,18.3
Arkansas,Monroe,,50.26666666666667,25.166666666666668,20.366666666666664
Arkansas,Montgomery,,48.5,26.766666666666666,17.933333333333334
Arkansas,Nevada,,48.43333333333334,26.2,19.566666666666666
Arkansas,Newton,,45.9,27.65,17.25
Arkansas,Ouachita,,47.65,26.0375,18.8125
Arkansas,Perry,,43.333333333333336,28.03333333333333,15.9
Arkansas,Phillips,,52.05714285714286,24.37142857142857,22.657142857142855
Arkansas,Pike,,42.199999999999996,27.3,15.6
Arkansas,Poinsett,,44.1875,29.45,16.9375
Arkansas,Polk,,42.58571428571429,28.67142857142857,16.785714285714285
Arkansas,Pope,,38.970588235294116,29.511764705882353,13.494117647058824
Arkansas,Prairie,,43.699999999999996,26.233333333333334,16.466666666666665
Arkansas,Pulaski,,41.49716981132075,25.725471698113207,15.290566037735848
Arkansas,Randolph,,45.22,29.2,15.919999999999998
Arkansas,Saline,,40.46666666666667,26.65666666666667,13.486666666666666
Arkansas,Scott,,43.53333333333333,27.099999999999998,15.733333333333334
Arkansas,Searcy,,47.0,28.03333333333333,18.366666666666667
Arkansas,Sebastian,,39.829032258064515,29.748387096774195,15.009677419354839
Arkansas,Sevier,,41.6,27.325,16.775
Arkansas,Sharp,,48.1,27.78333333333333,17.45
Arkansas,St. Francis,,50.800000000000004,25.157142857142855,19.942857142857143
Arkansas,Stone,,48.9,28.725,18.575
Arkansas,Union,,43.96666666666667,24.900000000000002,17.266666666666666
Arkansas,Van Buren,,47.23333333333333,27.21666666666667,18.233333333333334
Arkansas,Washington,,32.14074074074074,27.28333333333333,11.33148148148148
Arkansas,White,,41.31578947368421,29.152631578947368,14.368421052631579
Arkansas,Woodruff,,48.8,26.05,19.9
Arkansas,Yell,,43.01666666666667,27.7,16.5
California,Alameda,13.463297872340425,26.561968085106383,20.799202127659573,9.509840425531914
California,Alpine,12.0,33.6,22.4,11.6
California,Amador,12.39,36.980000000000004,22.16,13.25
California,Butte,15.67962962962963,32.916666666666664,25.15740740740741,11.751851851851852
California,Calaveras,11.6,37.614285714285714,22.62142857142857,13.12142857142857
California,Colusa,21.7,31.483333333333334,22.3,13.0
California,Contra Costa,12.949792531120332,27.782572614107885,18.180497925311204,10.806224066390042
California,Del Norte,19.0125,34.675,25.0875,12.8875
California,El Dorado,10.281481481481482,32.540740740740745,23.142592592592592,10.803703703703704
California,Fresno,25.036444444444445,31.572888888888887,23.351111111111113,13.44
California,Glenn,19.45,33.4625,23.5875,12.875
California,Humboldt,15.682857142857141,32.068571428571424,26.31142857142857,11.048571428571428
California,Imperial,31.1475,32.3425,21.732499999999998,16.7925
California,Inyo,12.950000000000001,34.13333333333333,22.5,12.366666666666667
California,Kern,25.74322033898305,30.79491525423729,22.62372881355932,13.067796610169491
California,Kings,25.32903225806452,29.248387096774195,22.583870967741937,12.529032258064515
California,Lake,16.59047619047619,36.61904761904762,24.114285714285714,13.504761904761907
California,Lassen,18.566666666666666,32.5,24.4,11.8
California,Los Angeles,21.109296685529507,28.185206143896522,21.238803556992725,12.52914308811641
California,Madera,26.349999999999998,30.452941176470592,23.947058823529414,13.697058823529412
California,Marin,8.738709677419354,28.317741935483873,19.780645161290323,10.108064516129033
California,Mariposa,12.299999999999999,35.300000000000004,23.416666666666668,12.583333333333334
California,Mendocino,15.569565217391306,35.004347826086956,23.79565217391304,12.565217391304348
California,Merced,26.150793650793652,30.166666666666668,23.204761904761906,13.253968253968255
California,Modoc,14.45,38.65,23.5,13.9
California,Mono,12.475000000000001,29.325,23.35,10.25
California,Monterey,19.916666666666668,28.471568627450978,21.02549019607843,11.211764705882352
California,Napa,12.628205128205128,30.77179487179487,21.55128205128205,11.04102564102564
California,Nevada,9.53076923076923,33.46153846153846,23.792307692307695,11.376923076923077
California,Orange,13.267156862745098,27.85653594771242,19.269117647058824,10.833169934640523
California,Placer,9.137362637362637,29.94175824175824,21.403296703296704,10.352747252747253
California,Plumas,10.314285714285715,38.285714285714285,23.099999999999998,13.271428571428572
California,Riverside,19.07137330754352,30.4073500967118,20.191102514506767,12.336363636363636
California,Sacramento,16.958677685950413,29.608264462809917,24.888980716253446,11.210192837465565
California,San Benito,16.283333333333335,28.008333333333336,21.025000000000002,11.433333333333332
California,San Bernardino,21.773763440860215,31.32688172043011,22.657204301075268,13.131612903225806
California,San Diego,14.691972789115647,25.88734693877551,21.528979591836734,10.076462585034013
California,San Francisco,11.943153526970955,25.21161825726141,19.46721991701245,10.2149377593361
California,San Joaquin,21.70229885057471,30.416091954022985,19.995977011494254,12.829885057471264
California,San Luis Obispo,12.495652173913044,31.328985507246376,23.32608695652174,10.314492753623188
California,San Mateo,10.626162790697675,26.640697674418604,17.26279069767442,9.882558139534883
California,Santa Barbara,17.923809523809524,28.026666666666667,23.258095238095237,10.91047619047619
California,Santa Clara,11.400735294117647,24.124509803921566,17.391666666666666,10.19705882352941
California,Santa Cruz,14.22463768115942,29.794202898550726,23.304347826086957,10.704347826086957
California,Shasta,12.984000000000002,33.5,24.598000000000003,12.25
California,Sierra,11.4,37.8,22.9,13.3
California,Siskiyou,15.475,37.7625,24.06875,13.85
California,Solano,15.419191919191919,29.842424242424244,20.703030303030303,12.238383838383838
California,Sonoma,11.737190082644629,30.847933884297518,21.660330578512397,10.828099173553719
California,Stanislaus,21.290178571428573,32.121428571428574,22.78392857142857,12.295535714285714
California,Sutter,18.428571428571427,31.40952380952381,22.4,12.571428571428571
California,Tehama,18.071428571428573,35.68571428571429,24.364285714285717,13.014285714285714
California,Trinity,15.475,39.1,23.2,14.6
California,Tulare,26.738235294117647,31.322549019607845,22.426470588235293,13.551960784313724
California,Tuolumne,11.827777777777778,35.605555555555554,22.266666666666666,12.183333333333334
California,Ventura,15.79468085106383,30.836702127659574,21.694148936170212,11.299468085106383
California,Yolo,15.150943396226415,26.828301886792456,23.069811320754717,10.128301886792451
California,Yuba,19.36842105263158,30.81578947368421,24.473684210526315,11.573684210526316
Colorado,Adams,,24.629245283018868,22.90566037735849,9.619811320754717
Colorado,Alamosa,,29.7,23.32,11.2
Colorado,Arapahoe,,26.46086956521739,22.318012422360248,8.209316770186335
Colorado,Archuleta,,34.14,21.82,11.32
Colorado,Baca,,36.05,24.55,12.75
Colorado,Bent,,35.05,23.700000000000003,14.25
Colorado,Boulder,,24.45,21.77179487179487,6.773076923076922
Colorado,Broomfield,,23.566666666666666,23.02857142857143,7.0476190476190474
Colorado,Chaffee,,33.666666666666664,21.616666666666664,10.483333333333333
Colorado,Cheyenne,,32.0,23.5,10.3
Colorado,Clear Creek,,27.299999999999997,21.65,8.5
Colorado,Conejos,,34.45,21.65,14.55
Colorado,Costilla,,38.25,20.8,17.6
Colorado,Crowley,,33.35,21.25,12.15
Colorado,Custer,,36.25,22.450000000000003,12.3
Colorado,Delta,,36.099999999999994,22.77777777777778,12.088888888888889
Colorado,Denver,,22.52840909090909,24.49204545454546,6.755681818181818
Colorado,Dolores,,33.0,23.3,10.9
Colorado,Douglas,,25.36388888888889,20.168055555555554,7.094444444444445
Colorado,Eagle,,24.0,21.8125,7.3125
Colorado,El Paso,,25.70059880239521,25.09880239520958,8.382035928143713
Colorado,Elbert,,29.228571428571428,23.885714285714283,9.457142857142857
Colorado,Fremont,,33.75333333333334,21.866666666666667,11.953333333333335
Colorado,Garfield,,26.99166666666667,23.633333333333336,8.408333333333333
Colorado,Gilpin,,27.2,23.05,8.55
Colorado,Grand,,27.516666666666666,22.71666666666667,8.533333333333333
Colorado,Gunnison,,25.883333333333336,22.916666666666668,7.233333333333333
Colorado,Hinsdale,,34.3,21.5,10.5
Colorado,Huerfano,,36.93333333333333,21.233333333333334,13.466666666666667
Colorado,Jackson,,35.2,24.9,12.9
Colorado,Jefferson,,26.22027972027972,23.203496503496503,8.222377622377621
Colorado,Kiowa,,34.5,24.6,11.4
Colorado,Kit Carson,,32.6,23.85,11.0
Colorado,La Plata,,28.508333333333336,23.400000000000002,9.091666666666667
Colorado,Lake,,23.833333333333332,22.566666666666666,8.2
Colorado,Larimer,,25.802325581395348,26.36627906976744,7.724418604651162
Colorado,Las Animas,,33.800000000000004,22.8,13.666666666666666
Colorado,Lincoln,,31.1,22.549999999999997,10.3
Colorado,Logan,,31.24285714285714,23.928571428571427,10.242857142857144
Colorado,Mesa,,30.37272727272727,24.95151515151515,9.745454545454546
Colorado,Mineral,,32.2,20.9,9.5
Colorado,Moffat,,31.349999999999998,25.225,11.325
Colorado,Montezuma,,33.5625,24.35,11.8125
Colorado,Montrose,,32.958333333333336,22.758333333333336,11.450000000000001
Colorado,Morgan,,30.2,23.6375,10.775
Colorado,Otero,,34.0,23.485714285714288,13.942857142857141
Colorado,Ouray,,33.0,21.05,9.9
Colorado,Park,,31.2,22.78333333333333,9.716666666666667
Colorado,Phillips,,33.2,23.45,11.350000000000001
Colorado,Pitkin,,24.166666666666668,21.400000000000002,7.266666666666667
Colorado,Prowers,,31.18,23.32,12.040000000000001
Colorado,Pueblo,,32.20175438596491,22.954385964912284,12.2140350877193
Colorado,Rio Blanco,,30.0,25.25,9.8
Colorado,Rio Grande,,32.15,21.45,11.9
Colorado,Routt,,25.490000000000002,22.85,8.0
Colorado,Saguache,,32.7,22.8,13.85
Colorado,San Juan,,31.1,23.7,10.3
Colorado,San Miguel,,26.225,22.85,8.075
Colorado,Sedgwick,,36.0,23.1,12.5
Colorado,Summit,,22.099999999999998,22.933333333333334,7.041666666666667
Colorado,Teller,,30.475,22.575,10.05
Colorado,Washington,,33.400000000000006,23.3,10.5
Colorado,Weld,,25.65542168674699,23.26385542168675,9.034939759036144
Colorado,Yuma,,30.25,23.15,10.2
Connecticut,Capitol,17.317073170731707,33.7630081300813,22.81178861788618,11.503658536585366
Connecticut,Greater Bridgeport,21.808974358974357,29.325641025641026,18.703846153846154,10.233333333333334
Connecticut,Lower Connecticut River Valley,9.459090909090909,31.202272727272728,22.93409090909091,9.393181818181818
Connecticut,Naugatuck Valley,15.885714285714286,32.689795918367345,23.38469387755102,11.18265306122449
Connecticut,Northeastern Connecticut,11.899999999999999,33.48461538461539,24.338461538461537,10.373076923076923
Connecticut,Northwest Hills,10.197297297297297,32.65135135135135,22.216216216216218,10.808108108108108
Connecticut,South Central Connecticut,16.114814814814814,32.117777777777775,23.28962962962963,10.981481481481481
Connecticut,Southeastern Connecticut,13.474626865671642,30.97910447761194,23.643283582089552,10.777611940298508
Connecticut,Western Connecticut,12.266206896551724,26.71448275862069,18.361379310344827,8.364827586206896
Delaware,Kent,16.770731707317072,36.326829268292684,20.807317073170733,13.104878048780487
Delaware,New Castle,15.566433566433567,34.44055944055944,20.397202797202798,13.132867132867133
Delaware,Sussex,11.228767123287671,40.326027397260276,19.12191780821918,13.652054794520549
District of Columbia,District of Columbia,15.183495145631069,28.00242718446602,21.468446601941746,8.299999999999999
Florida,Alachua,18.217241379310344,,22.801724137931036,10.53793103448276
Florida,Baker,18.275,,21.925,12.350000000000001
Florida,Bay,16.424489795918365,,21.385714285714286,12.438775510204081
Florida,Bradford,19.866666666666667,,22.849999999999998,13.833333333333334
Florida,Brevard,13.633333333333333,,20.515277777777776,13.538888888888888
Florida,Broward,19.15566265060241,,17.4910843373494,13.353493975903614
Florida,Calhoun,22.175,,22.45,14.9
Florida,Charlotte,11.57391304347826,,20.273913043478263,15.463043478260868
Florida,Citrus,14.021951219512195,,20.882926829268293,16.046341463414635
Florida,Clay,13.991111111111111,,21.904444444444444,12.260000000000002
Florida,Collier,13.24537037037037,,16.932407407407407,13.53888888888889
Florida,Columbia,20.446153846153848,,21.684615384615384,14.646153846153847
Florida,DeSoto,26.433333333333334,,21.955555555555556,17.91111111111111
Florida,Dixie,21.02,,23.2,16.56
Florida,Duval,20.334403669724768,,22.04954128440367,13.371100917431193
Florida,Escambia,18.34871794871795,,23.378205128205128,12.997435897435897
Florida,Flagler,12.452173913043477,,19.64782608695652,14.752173913043478
Florida,Franklin,19.36,,20.6,15.4
Florida,Gadsden,29.15,,19.97,17.830000000000002
Florida,Gilchrist,15.580000000000002,,22.619999999999997,12.8
Florida,Glades,23.825,,20.125,16.875
Florida,Gulf,16.72,,21.06,13.959999999999999
Florida,Hamilton,28.21666666666667,,20.933333333333334,17.0
Florida,Hardee,28.724999999999998,,21.425,16.4375
Florida,Hendry,29.377777777777776,,21.766666666666666,16.344444444444445
Florida,Hernando,14.552173913043477,,21.55,15.07391304347826
Florida,Highlands,18.271875,,19.278125,17.81875
Florida,Hillsborough,19.30581039755352,,19.899694189602446,12.758103975535168
Florida,Holmes,19.357142857142858,,23.042857142857144,13.957142857142857
Florida,Indian River,12.986046511627906,,18.653488372093022,14.397674418604652
Florida,Jackson,22.338461538461537,,21.676923076923078,15.653846153846153
Florida,Jefferson,21.18,,19.380000000000003,16.64
Florida,Lafayette,22.5,,21.066666666666666,15.033333333333333
Florida,Lake,15.092,,20.914666666666665,15.224
Florida,Lee,14.491402714932127,,20.131674208144798,13.978733031674208
Florida,Leon,19.044303797468356,,23.270886075949367,10.402531645569619
Florida,Levy,17.766666666666666,,21.566666666666666,14.4
Florida,Liberty,22.025,,23.35,13.75
Florida,Madison,23.68,,20.82,17.1
Florida,Manatee,14.451612903225806,,20.486021505376346,14.103225806451611
Florida,Marion,17.59120879120879,,20.485714285714288,15.32967032967033
Florida,Martin,12.504878048780489,,17.63170731707317,13.134146341463415
Florida,Miami-Dade,23.845128939828083,,15.948710601719199,14.71733524355301
Florida,Monroe,13.28888888888889,,19.42222222222222,12.707407407407409
Florida,Nassau,11.35217391304348,,19.460869565217394,12.278260869565216
Florida,Okaloosa,13.974468085106382,,22.085106382978722,11.559574468085106
Florida,Okeechobee,21.427272727272726,,21.79090909090909,15.272727272727273
Florida,Orange,19.450751879699247,,21.06203007518797,11.927819548872181
Florida,Osceola,21.27796610169492,,19.78813559322034,13.771186440677965
Florida,Palm Beach,15.428296703296702,,17.584065934065936,12.609615384615383
Florida,Pasco,15.582307692307692,,22.476923076923075,14.117692307692307
Florida,Pinellas,13.612820512820514,,21.46996336996337,12.261904761904763
Florida,Polk,20.413872832369943,,22.35549132947977,15.348554913294798
Florida,Putnam,24.2125,,23.75,17.475
Florida,Santa Rosa,12.469444444444443,,21.90277777777778,11.080555555555556
Florida,Sarasota,9.770491803278688,,17.190983606557378,12.77377049180328
Florida,Seminole,13.947191011235955,,19.478651685393256,11.55056179775281
Florida,St. Johns,9.638775510204082,,19.46938775510204,11.126530612244899
Florida,St. Lucie,18.772727272727273,,20.856060606060606,15.057575757575757
Florida,Sumter,12.959259259259259,,18.27777777777778,16.522222222222222
Florida,Suwannee,19.181818181818183,,21.572727272727274,15.154545454545454
Florida,Taylor,18.942857142857143,,20.914285714285715,15.314285714285715
Florida,Union,19.975,,21.349999999999998,14.35
Florida,Volusia,15.650387596899225,,21.212403100775195,13.951937984496123
Florida,Wakulla,14.675,,21.875,12.8625
Florida,Walton,12.754999999999999,,20.125,12.385
Florida,Washington,21.314285714285713,,23.314285714285713,14.542857142857143
Georgia,Appling,23.7,45.285714285714285,22.657142857142855,16.185714285714287
Georgia,Atkinson,28.03333333333333,42.699999999999996,24.266666666666666,16.966666666666665
Georgia,Bacon,19.533333333333335,41.733333333333334,23.633333333333336,14.300000000000002
Georgia,Baker,22.85,50.150000000000006,21.25,19.0
Georgia,Baldwin,22.192857142857143,42.5,22.235714285714288,14.907142857142857
Georgia,Banks,15.675,38.6,23.525,12.549999999999999
Georgia,Barrow,15.577777777777776,35.67777777777778,22.455555555555556,11.727777777777778
Georgia,Bartow,14.817857142857141,39.199999999999996,21.72142857142857,12.24642857142857
Georgia,Ben Hill,25.3,46.96666666666667,22.683333333333334,17.366666666666667
Georgia,Berrien,19.599999999999998,43.86666666666667,24.150000000000002,14.9
Georgia,Bibb,28.84166666666667,43.5875,21.56458333333333,17.270833333333332
Georgia,Bleckley,18.875,40.325,22.575,12.899999999999999
Georgia,Brantley,19.32,42.3,25.82,13.919999999999998
Georgia,Brooks,24.066666666666666,47.06666666666666,22.616666666666664,18.383333333333336
Georgia,Bryan,12.7375,35.7,23.3125,10.75
Georgia,Bulloch,18.97,33.755,23.11,10.885
Georgia,Burke,23.085714285714285,46.714285714285715,21.071428571428573,16.75714285714286
Georgia,Butts,18.6,41.160000000000004,21.86,13.7
Georgia,Calhoun,29.15,49.1,18.95,18.25
Georgia,Camden,15.78125,37.6875,23.19375,12.0875
